地域標準コード	市区町村名	介護老人福祉施設（施設数）	介護老人福祉施設（定員）	介護老人福祉施設（常勤換算従事者数）	介護老人保健施設（施設数）	介護老人保健施設（定員）	介護老人保健施設（常勤換算従事者数）	介護療養型医療施設（施設数）	介護療養型医療施設（病床数）	介護療養型医療施設（常勤換算従事者数）
36206	阿波市	1	30	20	1	90	53	1	10	64
36207	美馬市	3	110	93	4	342	180	3	49	106
36208	三好市	5	301	239	3	199	95	2	38	52
36301	勝浦町	-	-	-	-	-	-	-	-	-
36302	上勝町	1	40	26	-	-	-	-	-	-
36321	佐那河内村　　	1	50	30	-	-	-	-	-	-
36341	石井町	1	50	30	2	129	71	2	15	30
36342	神山町	1	50	43	1	72	42	-	-	-
36368	那賀町	2	110	65	1	80	43	-	-	-
36383	牟岐町	1	70	47	1	72	36	-	-	-
36387	美波町	2	115	87	-	-	-	-	-	-
36388	海陽町	1	50	7	1	120	70	-	-	-
36401	松茂町	-	-	-	1	92	41	1	19	34
36402	北島町	1	80	51	1	87	43	1	48	35
36403	藍住町	1	60	31	1	50	23	3	37	43
36404	板野町	1	50	33	1	60	24	1	24	21
36405	上板町	1	60	30	1	100	59	-	-	-
36468	つるぎ町	2	165	103	-	-	-	2	25	54
36489	東みよし町　　	2	130	95	1	100	64	1	7	40
37000	香川県	75	4409	2858	50	3638	2022	31	737	596
37201	高松市	24	1417	991	17	1159	661	10	195	171
37202	丸亀市	6	371	243	5	349	186	2	18	27
37203	坂出市	5	250	172	4	340	196	-	-	-
37204	善通寺市	3	150	97	2	158	90	1	7	9
37205	観音寺市	4	200	124	4	380	198	4	142	102
37206	さぬき市	4	210	119	4	320	184	1	12	9
37207	東かがわ市　　	3	220	131	2	130	83	-	-	-
37208	三豊市	9	465	287	4	267	149	4	82	67
37322	土庄町	3	180	118	-	-	-	-	-	-
37324	小豆島町	2	120	82	2	140	68	2	42	27
37341	三木町	2	170	106	-	-	-	-	-	-
37364	直島町	1	50	29	-	-	-	1	6	5
37386	宇多津町	1	100	45	1	80	40	-	-	-
37387	綾川町	2	186	134	2	60	46	1	12	23
37403	琴平町	1	30	16	1	80	34	3	120	84
37404	多度津町	2	130	73	1	96	43	-	-	-
37406	まんのう町　　	3	160	93	1	79	45	2	101	73
38000	愛媛県	89	5420	3586	61	4891	3016	46	1304	1248
38201	松山市	19	1268	817	13	1174	676	13	540	462
38202	今治市	13	651	423	12	823	513	9	255	274
38203	宇和島市	6	390	280	4	335	219	4	86	58
38204	八幡浜市	2	160	94	2	200	140	-	-	-
38205	新居浜市	6	480	328	4	360	235	4	36	89
38206	西条市	6	370	275	7	429	288	2	85	74
38207	大洲市	3	195	121	3	244	156	3	69	63
38210	伊予市	4	180	108	1	100	61	2	60	39
38213	四国中央市　　	4	300	199	4	317	198	3	105	96
38214	西予市	6	360	248	2	190	119	-	-	-
38215	東温市	2	130	85	2	200	108	2	14	22
38356	上島町	1	69	45	-	-	-	-	-	-
38386	久万高原町　　	1	102	60	1	50	27	2	30	47
38401	松前町	2	100	70	1	100	52	-	-	-
38402	砥部町	2	85	58	1	80	48	1	16	17
38422	内子町	3	130	84	2	109	67	-	-	-
38442	伊方町	2	90	59	-	-	-	-	-	-
38484	松野町	1	50	35	-	-	-	-	-	-
38488	鬼北町	2	100	63	1	80	49	-	-	-
38506	愛南町	4	210	134	1	100	62	1	8	8
39000	高知県	51	3500	2337	29	1940	1282	42	1878	1608
39201	高知市	11	820	606	7	438	304	19	1167	930
39202	室戸市	1	100	49	-	-	-	-	-	-
39203	安芸市	2	130	100	-	-	-	-	-	-
39204	南国市	2	130	92	2	160	86	-	-	-
39205	土佐市	1	100	61	1	70	45	1	60	49
39206	須崎市	1	80	56	1	72	49	2	75	69
39208	宿毛市	2	130	94	1	54	48	3	84	78
39209	土佐清水市　　	1	100	63	-	-	-	1	35	22
39210	四万十市	2	130	92	4	250	161	3	99	87
39211	香南市	3	200	133	2	139	84	1	44	28
39212	香美市	2	100	69	2	146	80	2	59	66
39301	東洋町	-	-	-	-	-	-	-	-	-
39302	奈半利町	1	100	63	1	81	71	-	-	-
39303	田野町	-	-	-	-	-	-	-	-	-
39304	安田町	-	-	-	-	-	-	-	-	-
39305	北川村	-	-	-	-	-	-	-	-	-
39306	馬路村	-	-	-	-	-	-	-	-	-
39307	芸西村	1	80	61	1	69	51	-	-	-
39341	本山町	1	50	33	-	-	-	-	-	-
39344	大豊町	1	30	21	-	-	-	-	-	-
39363	土佐町	1	80	50	1	60	42	1	55	39
39364	大川村	-	-	-	-	-	-	-	-	-
39386	いの町	2	140	98	1	94	45	2	72	56
39387	仁淀川町	2	100	45	-	-	-	2	37	48
39401	中土佐町	2	118	78	-	-	-	-	-	-
39402	佐川町	1	112	57	1	17	12	1	15	13
39403	越知町	1	80	40	1	70	56	2	50	70
39405	檮原町	1	80	41	-	-	-	-	-	-
39410	日高村	1	50	31	-	-	-	-	-	-
39411	津野町	2	140	94	-	-	-	-	-	-
39412	四万十町	2	120	76	2	120	77	2	26	52
39424	大月町	1	50	37	-	-	-	-	-	-
39427	三原村	1	50	38	-	-	-	-	-	-
39428	黒潮町	2	100	58	1	100	73	-	-	-
40000	福岡県	230	16250	10545	159	13529	8126	88	4319	3316
40100	北九州市	46	3600	2287	35	2770	1672	14	602	563
40101	門司区	4	380	204	5	369	174	3	128	92
40103	若松区	8	534	340	4	311	197	1	18	52
40105	戸畑区	4	285	166	2	195	145	-	-	-
40106	小倉北区	9	698	484	7	510	315	2	120	87
40107	小倉南区	8	584	359	7	535	315	5	201	237
40108	八幡東区	3	204	130	3	290	182	1	112	75
40109	八幡西区	10	915	604	7	560	344	2	23	21
40130	福岡市	45	3537	2364	24	2341	1323	12	786	599
40131	東区　	10	1053	682	4	519	260	3	114	106
40132	博多区	6	469	329	4	430	245	4	229	192
40133	中央区	2	145	108	2	200	127	1	36	23
40134	南区　	8	552	366	2	167	106	1	36	29
40135	西区　	9	627	414	4	345	192	3	371	249
40136	城南区	4	280	189	3	261	139	-	-	-
40137	早良区	6	411	277	5	419	254	-	-	-
40202	大牟田市	6	336	244	7	582	383	7	244	185
40203	久留米市	7	420	264	7	630	350	5	223	160
40204	直方市	3	180	83	4	310	174	1	3	11
40205	飯塚市	12	620	430	5	500	330	1	50	35
40206	田川市	3	140	82	3	280	150	1	5	4
40207	柳川市	6	360	251	3	260	177	1	30	39
40210	八女市	7	390	250	4	348	220	-	-	-
40211	筑後市	3	215	133	2	182	112	-	-	-
40212	大川市	2	130	86	2	180	120	1	6	3
40213	行橋市	2	200	132	1	100	61	2	48	37
40214	豊前市	2	130	71	2	200	105	1	5	9
40215	中間市	2	130	116	2	130	75	-	-	-
40216	小郡市	2	180	109	2	200	113	3	166	102
40217	筑紫野市	2	170	130	2	220	111	3	71	57
40218	春日市	-	-	-	1	80	37	1	4	10
40219	大野城市	1	210	116	1	100	60	3	300	172
40220	宗像市	5	250	191	2	150	96	1	60	43
40221	太宰府市	2	230	146	1	80	54	1	260	179
40223	古賀市	2	90	56	-	-	-	1	240	160
40224	福津市	2	104	96	1	100	61	4	253	195
40225	うきは市	2	100	67	1	100	72	1	47	43
40226	宮若市	2	130	71	3	199	125	1	90	71
40227	嘉麻市	5	370	226	2	200	121	2	42	42
40228	朝倉市	4	250	168	4	290	208	-	-	-
40229	みやま市	3	260	146	3	276	169	-	-	-
40230	糸島市	4	280	197	4	268	160	5	133	146
40305	那珂川町	1	70	49	1	80	62	-	-	-
40341	宇美町	1	50	34	-	-	-	1	58	37
40342	篠栗町	1	50	30	2	155	85	3	131	87
40343	志免町	1	100	63	1	30	23	-	-	-
40344	須恵町	1	70	44	3	300	174	2	163	113
40345	新宮町	-	-	-	-	-	-	-	-	-
40348	久山町	1	50	24	-	-	-	-	-	-
40349	粕屋町	1	80	59	-	-	-	-	-	-
40381	芦屋町	1	70	48	1	100	61	1	30	21
40382	水巻町	1	130	73	1	70	45	2	66	53
40383	岡垣町	2	160	112	2	180	104	-	-	-
40384	遠賀町	1	70	49	-	-	-	1	45	25
40401	小竹町	1	50	26	2	100	99	-	-	-
40402	鞍手町	1	100	78	1	60	33	-	-	-
40421	桂川町	2	100	60	1	90	43	2	39	31
40447	筑前町	2	200	117	2	180	115	1	60	31
40448	東峰村	2	100	63	-	-	-	-	-	-
40503	大刀洗町	2	100	68	-	-	-	-	-	-
40522	大木町	2	100	94	1	90	65	-	-	-
40544	広川町	2	200	103	1	70	56	-	-	-
40601	香春町	1	100	57	-	-	-	1	8	6
40602	添田町	2	110	69	1	100	46	-	-	-
40604	糸田町	2	170	93	1	80	59	1	21	27
40605	川崎町	2	90	52	1	80	38	1	30	22
40608	大任町	1	100	45	1	40	30	-	-	-
40609	赤村　	1	50	30	-	-	-	-	-	-
40610	福智町	3	240	130	1	80	45	-	-	-
40621	苅田町	1	50	39	2	150	92	-	-	-
40625	みやこ町	3	168	108	3	296	144	-	-	-
40642	吉富町	1	50	34	-	-	-	-	-	-
40646	上毛町	3	130	94	-	-	-	-	-	-
40647	築上町	2	130	88	2	122	70	-	-	-
41000	佐賀県	50	3076	2259	35	2677	1776	24	940	1023
41201	佐賀市	11	701	537	10	800	494	5	206	366
41202	唐津市	7	458	378	6	440	290	3	99	102
41203	鳥栖市	3	260	197	1	110	66	2	17	44
41204	多久市	-	-	-	2	133	96	1	52	36
41205	伊万里市	3	170	122	2	160	105	7	130	153
41206	武雄市	4	190	132	2	160	103	2	104	73
41207	鹿島市	1	107	74	1	80	104	-	-	-
41208	小城市	2	100	75	2	94	68	1	2	31
41209	嬉野市	3	150	107	1	80	39	-	-	-
41210	神埼市	3	150	118	1	80	34	-	-	-
41327	吉野ヶ里町　　	-	-	-	-	-	-	-	-	-
41341	基山町	-	-	-	1	80	68	1	120	72
41345	上峰町	1	85	52	-	-	-	-	-	-
41346	みやき町	3	150	104	1	80	53	-	-	-
41387	玄海町	1	90	66	-	-	-	-	-	-
41401	有田町	3	175	115	1	80	64	1	38	43
41423	大町町	1	50	25	1	70	40	-	-	-
41424	江北町	1	50	26	1	70	44	-	-	-
41425	白石町	2	105	80	2	160	109	1	172	105
41441	太良町	1	85	51	-	-	-	-	-	-
42000	長崎県	101	5738	3965	57	4546	2998	55	992	997
42201	長崎市	26	1570	1145	17	1333	852	18	289	299
42202	佐世保市	16	889	609	9	778	543	14	374	325
42203	島原市	3	225	143	2	129	91	1	12	7
42204	諫早市	8	483	312	5	480	311	6	72	71
42205	大村市	3	225	138	2	200	134	3	24	23
42207	平戸市	4	200	145	3	198	133	1	13	46
42208	松浦市	3	160	96	1	80	61	3	48	56
42209	対馬市	5	230	148	1	80	56	-	-	-
42210	壱岐市	2	160	109	2	160	122	2	26	38
42211	五島市	6	316	237	2	130	83	-	-	-
42212	西海市	4	227	159	2	130	72	-	-	-
42213	雲仙市	2	110	71	3	231	159	2	52	44
42214	南島原市	6	348	228	4	257	157	2	56	38
42307	長与町	2	100	74	1	100	68	-	-	-
42308	時津町	1	50	40	-	-	-	1	12	18
42321	東彼杵町	1	50	30	1	100	65	1	6	7
42322	川棚町	1	60	36	-	-	-	-	-	-
42323	波佐見町	1	50	38	-	-	-	1	8	27
42383	小値賀町	1	40	27	-	-	-	-	-	-
42391	佐々町	1	50	35	-	-	-	-	-	-
42411	新上五島町　　	5	195	148	2	160	95	-	-	-
43000	熊本県	113	7321	5152	90	6311	4201	80	2467	2098
43100	熊本市	26	1540	1144	28	2068	1390	23	924	717
43101	中央区	3	146	86	6	438	290	4	115	89
43102	東区　	7	424	342	4	331	247	3	166	121
43103	西区　	5	256	189	5	245	148	4	86	93
43104	南区　	7	410	303	6	484	287	4	223	178
43105	北区　	4	304	224	7	570	419	8	334	236
43202	八代市	10	530	363	6	500	340	7	178	149
43203	人吉市	2	157	128	3	194	151	6	195	168
43204	荒尾市	2	179	116	3	179	121	4	126	114
43205	水俣市	2	120	88	2	170	113	3	106	83
43206	玉名市	5	330	241	5	348	244	1	111	80
43208	山鹿市	6	379	254	3	256	134	2	42	66
43210	菊池市	4	283	183	2	130	81	3	83	91
43211	宇土市	1	110	85	2	110	79	-	-	-
43212	上天草市	4	250	180	3	190	125	1	12	9
43213	宇城市	5	440	283	1	85	60	1	19	12
43214	阿蘇市	1	80	42	2	205	149	2	55	31
43215	天草市	9	623	414	6	328	211	8	163	143
43216	合志市	2	170	100	3	225	140	1	11	11
43348	美里町	2	120	78	1	65	42	2	74	65
43364	玉東町	1	60	47	-	-	-	-	-	-
43367	南関町	1	30	24	-	-	-	1	12	7
43368	長洲町	1	50	36	1	78	56	2	63	48
43369	和水町	1	50	45	1	78	56	1	12	24
43403	大津町	1	110	64	1	86	45	1	20	26
43404	菊陽町	1	50	82	1	85	66	2	113	76
43423	南小国町	1	70	47	-	-	-	-	-	-
43424	小国町	-	-	-	1	50	28	-	-	-
43425	産山村	-	-	-	-	-	-	-	-	-
43428	高森町	1	80	40	-	-	-	-	-	-
43432	西原村	1	60	39	-	-	-	-	-	-
43433	南阿蘇村	1	60	58	1	50	30	2	20	56
43441	御船町	1	50	29	1	54	36	-	-	-
43442	嘉島町	1	50	33	-	-	-	1	24	19
43443	益城町	3	240	163	2	120	78	1	8	25
43444	甲佐町	1	60	48	1	50	41	2	50	41
43447	山都町	1	120	75	2	120	82	2	31	25
43468	氷川町	2	150	129	1	75	60	-	-	-
43482	芦北町	2	135	84	1	80	46	1	15	11
43484	津奈木町	1	65	43	-	-	-	-	-	-
43501	錦町　	1	50	41	1	18	16	-	-	-
43505	多良木町	1	60	56	1	90	43	-	-	-
43506	湯前町	1	90	51	-	-	-	-	-	-
43507	水上村	1	30	22	-	-	-	-	-	-
43510	相良村	1	50	35	1	60	33	-	-	-
43511	五木村	-	-	-	-	-	-	-	-	-
43512	山江村	-	-	-	1	60	44	-	-	-
43513	球磨村	1	60	48	-	-	-	-	-	-
43514	あさぎり町　　	3	150	92	-	-	-	-	-	-
43531	苓北町	1	30	21	2	104	65	-	-	-
44000	大分県	68	4489	3166	65	4306	2691	55	722	693
44201	大分市	15	1073	774	17	1206	771	14	88	100
44202	別府市	7	428	287	5	350	208	17	264	244
44203	中津市	5	359	258	4	302	181	3	41	55
44204	日田市	7	365	244	2	215	143	3	32	26
44205	佐伯市	5	369	260	5	358	217	-	-	-
44206	臼杵市	2	118	68	3	236	124	3	51	33
44207	津久見市	2	138	87	2	100	80	-	-	-
44208	竹田市	3	181	140	2	153	91	1	30	41
44209	豊後高田市　　	2	130	82	2	179	112	1	30	24
44210	杵築市	5	266	178	2	100	64	2	43	53
44211	宇佐市	3	180	122	3	228	143	5	83	56
44212	豊後大野市　　	2	200	161	8	338	220	1	27	22
44213	由布市	3	235	178	3	200	122	2	9	25
44214	国東市	3	200	149	4	192	121	1	6	7
44322	姫島村	-	-	-	-	-	-	1	6	4
44341	日出町	1	76	59	2	69	43	-	-	-
44461	九重町	1	65	45	-	-	-	-	-	-
44462	玖珠町	2	106	75	1	80	52	1	12	2
45000	宮崎県	80	5005	3772	42	3124	2158	37	810	1001
45201	宮崎市	21	1392	1053	11	902	617	10	167	256
45202	都城市	11	680	606	4	320	207	5	50	183
45203	延岡市	8	645	509	7	535	395	3	76	135
45204	日南市	4	299	183	4	255	162	2	136	82
45205	小林市	4	230	163	4	200	168	4	113	97
45206	日向市	4	205	165	2	126	77	1	50	32
45207	串間市	3	164	113	1	92	47	1	48	36
45208	西都市	3	170	131	2	160	92	1	5	4
45209	えびの市	2	130	147	1	80	66	3	51	32
45341	三股町	-	-	-	2	143	112	1	7	15
45361	高原町	1	50	25	-	-	-	1	10	6
45382	国富町	1	60	44	1	84	74	2	36	33
45383	綾町　	1	70	41	-	-	-	-	-	-
45401	高鍋町	1	80	48	1	82	48	1	13	21
45402	新富町	2	84	46	1	65	32	-	-	-
45403	西米良村	1	30	28	-	-	-	1	6	18
45404	木城町	1	50	36	-	-	-	-	-	-
45405	川南町	2	133	79	-	-	-	-	-	-
45406	都農町	1	50	47	-	-	-	-	-	-
45421	門川町	1	80	49	-	-	-	1	42	52
45429	諸塚村	1	39	30	-	-	-	-	-	-
45430	椎葉村	1	50	30	-	-	-	-	-	-
45431	美郷町	3	144	86	-	-	-	-	-	-
45441	高千穂町	1	80	51	1	80	61	-	-	-
45442	日之影町	1	45	33	-	-	-	-	-	-
45443	五ケ瀬町	1	45	31	-	-	-	-	-	-
46000	鹿児島県	135	8573	6187	75	5681	3622	58	1168	1206
46201	鹿児島市	31	2073	1555	16	1170	804	18	364	384
46203	鹿屋市	6	370	343	3	240	149	2	42	63
46204	枕崎市	2	120	74	3	148	88	2	15	42
46206	阿久根市	1	65	42	3	186	115	-	-	-
46208	出水市	3	265	164	3	193	114	3	64	57
46210	指宿市	3	208	141	3	265	165	2	35	49
46213	西之表市	1	80	37	1	99	59	-	-	-
46214	垂水市	1	70	45	2	184	105	1	6	8
46215	薩摩川内市　　	15	810	627	5	395	240	4	68	80
46216	日置市	4	270	169	3	250	155	1	60	44
46217	曽於市	5	294	211	2	169	123	2	84	84
46218	霧島市	8	550	404	3	200	129	5	102	82
46219	いちき串木野　	2	138	109	3	209	120	2	28	41
46220	南さつま市　　	5	330	249	1	100	63	2	9	7
46221	志布志市	2	115	63	3	201	142	1	40	29
46222	奄美市	2	100	75	2	170	155	-	-	-
46223	南九州市	5	290	193	2	154	94	2	30	31
46224	伊佐市	2	210	119	1	150	82	2	40	28
46225	姶良市	4	360	256	4	312	192	3	106	77
46303	三島村	-	-	-	-	-	-	-	-	-
46304	十島村	-	-	-	-	-	-	-	-	-
46392	さつま町	3	210	146	2	156	95	2	18	41
46404	長島町	2	100	66	-	-	-	-	-	-
46452	湧水町	2	100	75	2	119	69	2	18	22
46468	大崎町	1	50	52	1	100	54	-	-	-
46482	東串良町	2	70	63	-	-	-	-	-	-
46490	錦江町	2	125	94	1	75	46	-	-	-
46491	南大隅町	2	110	74	-	-	-	-	-	-
46492	肝付町	1	60	37	1	80	41	-	-	-
46501	中種子町	1	80	53	-	-	-	-	-	-
46502	南種子町	1	50	31	-	-	-	-	-	-
46505	屋久島町	2	140	85	-	-	-	-	-	-
46523	大和村	1	50	31	-	-	-	-	-	-
46524	宇検村	1	50	35	-	-	-	-	-	-
46525	瀬戸内町	2	110	85	1	60	37	-	-	-
46527	龍郷町	2	100	84	-	-	-	-	-	-
46529	喜界町	1	80	47	-	-	-	1	18	17
46530	徳之島町	2	110	79	1	29	22	-	-	-
46531	天城町	1	50	32	1	100	64	-	-	-
46532	伊仙町	1	50	43	-	-	-	-	-	-
46533	和泊町	1	55	37	1	67	51	-	-	-
46534	知名町	1	50	38	-	-	-	1	21	19
46535	与論町	1	55	26	1	100	50	-	-	-
47000	沖縄県	50	3855	2626	40	3686	2284	16	528	502
47201	那覇市	5	480	224	6	482	307	4	45	47
47205	宜野湾市	3	240	111	1	120	77	1	8	6
47207	石垣市	2	120	83	1	100	74	-	-	-
47208	浦添市	1	110	117	2	130	105	2	15	9
47209	名護市	2	190	121	2	180	122	1	28	27
47210	糸満市	2	180	109	2	200	96	-	-	-
47211	沖縄市	3	240	173	1	80	36	1	30	22
47212	豊見城市	2	170	124	5	456	288	-	-	-
47213	うるま市	4	340	235	3	320	185	-	-	-
47214	宮古島市	3	180	107	2	180	101	2	101	65
47215	南城市	3	280	220	2	178	108	-	-	-
47301	国頭村	1	90	55	-	-	-	-	-	-
47302	大宜味村	1	50	35	-	-	-	-	-	-
47303	東村　	-	-	-	-	-	-	-	-	-
47306	今帰仁村	1	70	49	1	100	58	1	60	33
47308	本部町	1	70	52	1	70	43	-	-	-
47311	恩納村	1	100	84	-	-	-	-	-	-
47313	宜野座村	1	105	81	-	-	-	-	-	-
47314	金武町	1	70	46	1	100	46	-	-	-
47315	伊江村	1	30	25	-	-	-	-	-	-
47324	読谷村	1	100	78	-	-	-	-	-	-
47325	嘉手納町	-	-	-	-	-	-	1	98	72
47326	北谷町	1	70	49	1	100	76	-	-	-
47327	北中城村	1	70	50	1	100	64	2	103	183
47328	中城村	1	70	59	2	200	135	-	-	-
47329	西原町	1	70	61	2	200	141	-	-	-
47348	与那原町	1	70	52	1	75	41	-	-	-
47350	南風原町	-	-	-	2	215	127	1	40	38
47353	渡嘉敷村	-	-	-	-	-	-	-	-	-
47354	座間味村	-	-	-	-	-	-	-	-	-
47355	粟国村	1	30	29	-	-	-	-	-	-
47356	渡名喜村	-	-	-	-	-	-	-	-	-
47357	南大東村	-	-	-	-	-	-	-	-	-
47358	北大東村	-	-	-	-	-	-	-	-	-
47359	伊平屋村	-	-	-	-	-	-	-	-	-
47360	伊是名村	1	30	29	-	-	-	-	-	-
47361	久米島町	1	30	37	-	-	-	-	-	-
47362	八重瀬町	2	170	123	1	100	55	-	-	-
47375	多良間村	-	-	-	-	-	-	-	-	-
47381	竹富町	-	-	-	-	-	-	-	-	-
47382	与那国町	1	30	8	-	-	-	-	-	-
